state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,average_monthly_spend,customer_engagement_score,churn
Virginia,170,510,yes,no,0,259.9,68,44.18,245.0,122,20.83,134.4,121,6.05,8.4,3,2.27,3,0.4313529411764705,191.67999999999998,False
New Mexico,73,415,no,no,0,214.3,145,36.43,268.5,135,22.82,241.2,92,10.85,10.8,13,2.92,1,1.0002739726027396,192.25,False
New York,106,408,no,no,0,158.7,74,26.98,64.3,139,5.47,198.5,103,8.93,10.2,4,2.75,1,0.41632075471698116,104.36000000000001,False
Arizona,93,415,no,no,0,271.6,71,46.17,229.4,108,19.5,77.3,121,3.48,10.9,3,2.94,2,0.7751612903225806,186.77,False
Wyoming,164,510,no,no,0,160.6,111,27.3,163.2,126,13.87,187.1,112,8.42,9.0,3,2.43,1,0.3171951219512195,133.41,False
Washington,51,408,no,no,0,232.4,109,39.51,187.4,95,15.93,231.2,107,10.4,9.1,3,2.46,1,1.3392156862745097,173.82,False
Colorado,107,415,no,no,0,133.8,85,22.75,180.5,94,15.34,112.2,115,5.05,8.9,4,2.4,0,0.425607476635514,120.67000000000002,False
Texas,130,415,no,no,0,176.9,109,30.07,90.7,104,7.71,238.0,69,10.71,9.5,2,2.57,1,0.39276923076923076,123.37,False
Kentucky,80,408,no,no,0,209.9,74,35.68,195.1,77,16.58,208.2,119,9.37,8.8,4,2.38,2,0.8001249999999999,164.47,False
Montana,94,415,no,no,0,137.5,118,23.38,203.2,88,17.27,150.0,131,6.75,13.4,2,3.62,0,0.5427659574468084,133.64,False
Oklahoma,118,408,no,yes,23,289.5,52,49.22,166.6,111,14.16,119.1,88,5.36,9.5,4,2.57,1,0.604322033898305,183.89,False
Maryland,117,415,no,yes,23,198.1,86,33.68,177.0,86,15.05,180.5,92,8.12,6.8,6,1.84,1,0.5016239316239317,156.05,False
Tennessee,78,415,no,no,0,149.7,119,25.45,182.2,115,15.49,261.5,126,11.77,9.7,8,2.62,0,0.7093589743589742,142.63,False
Texas,208,510,no,no,0,326.5,67,55.51,176.3,113,14.99,181.7,102,8.18,10.7,6,2.89,2,0.3921634615384616,203.2,True
Maine,131,510,yes,yes,26,292.9,101,49.79,199.7,97,16.97,255.3,127,11.49,13.8,7,3.73,4,0.6258015267175572,209.35999999999999,True
,63,408,no,no,0,83.0,64,14.11,177.0,106,15.05,245.7,89,11.06,13.0,3,3.51,0,0.694126984126984,113.47,False
Minnesota,53,415,no,yes,24,145.7,146,24.77,220.5,136,18.74,249.9,96,11.25,13.1,5,3.54,3,1.0999999999999999,155.94,False
Delaware,62,408,no,no,0,182.3,101,30.99,328.2,93,27.9,245.0,131,11.03,11.2,1,3.02,2,1.1764516129032259,197.52,False
Maryland,97,415,no,no,0,218.0,86,37.06,184.0,94,15.64,240.5,110,10.82,6.4,8,1.73,3,0.6726804123711341,166.83,False
Michigan,105,510,no,no,0,140.6,109,23.9,178.6,51,15.18,217.0,83,9.76,6.8,3,1.84,2,0.4826666666666667,132.28,False
Washington,157,415,no,no,0,152.7,105,25.96,257.5,80,21.89,198.1,93,8.91,9.4,4,2.54,1,0.3777070063694268,159.71999999999997,False
Missouri,66,415,no,yes,36,106.7,76,18.14,209.8,77,17.83,190.4,117,8.57,12.1,2,3.27,1,0.7243939393939395,133.98,False
Indiana,122,415,no,no,0,243.8,98,41.45,83.9,72,7.13,179.8,84,8.09,13.7,8,3.7,2,0.4948360655737705,142.81000000000003,False
Oregon,38,415,no,no,0,194.4,94,33.05,186.7,95,15.87,223.3,90,10.05,10.8,5,2.92,3,1.6286842105263157,157.36,False
Maryland,106,510,no,no,0,213.9,95,36.36,151.9,70,12.91,260.1,124,11.7,12.2,5,3.29,3,0.6062264150943397,158.67999999999998,False
Rhode Island,99,510,no,no,0,217.2,112,36.92,246.7,89,20.97,226.1,89,10.17,15.8,7,4.27,3,0.7306060606060606,185.76,False
Louisiana,99,415,no,no,0,241.1,72,40.99,155.6,98,13.23,188.2,109,8.47,11.6,10,3.13,1,0.6648484848484848,163.95999999999998,False
Arizona,144,510,yes,no,0,203.5,100,34.6,247.6,103,21.05,194.3,94,8.74,11.9,11,3.21,0,0.4694444444444444,177.49,False
Pennsylvania,82,415,no,yes,24,155.2,131,26.38,244.5,106,20.78,122.4,68,5.51,10.7,3,2.89,1,0.677560975609756,154.31,False
Arizona,86,408,no,yes,31,167.6,139,28.49,113.0,118,9.61,246.9,121,11.11,12.2,6,3.29,1,0.6104651162790696,133.96999999999997,False
Florida,70,510,yes,no,0,226.7,98,38.54,228.1,115,19.39,73.2,93,3.29,17.6,4,4.75,2,0.9424285714285714,169.35000000000002,True
Louisiana,93,415,no,no,0,179.3,93,30.48,178.6,98,15.18,225.2,131,10.13,11.5,6,3.11,3,0.6333333333333333,149.22000000000003,False
Florida,93,415,no,no,0,151.4,89,25.74,186.4,76,15.84,172.5,120,7.76,10.9,3,2.94,0,0.5621505376344086,135.91000000000003,False
Florida,120,415,no,no,0,180.0,80,30.6,224.2,82,19.06,265.4,91,11.94,4.7,7,1.27,3,0.5239166666666667,165.83999999999997,False
Maryland,136,415,no,no,0,250.2,121,42.53,267.1,118,22.7,151.0,114,6.8,13.0,2,3.51,1,0.5554411764705883,197.60999999999999,True
Alabama,106,415,no,no,0,223.0,121,37.91,110.1,98,9.36,188.7,107,8.49,7.1,12,1.92,0,0.5441509433962264,142.51999999999998,False
Washington,81,415,no,no,0,183.6,116,31.21,152.6,98,12.97,212.2,99,9.55,12.2,6,3.29,3,0.7039506172839507,141.98,False
Tennessee,127,408,no,yes,22,166.0,114,28.22,174.5,103,14.83,244.9,68,11.02,10.2,6,2.75,1,0.44740157480314957,149.38,False
Mississippi,65,415,no,no,0,136.1,112,23.14,272.9,96,23.2,220.2,104,9.91,4.4,2,1.19,1,0.8836923076923077,158.91,False
Maine,35,408,no,no,0,149.3,113,25.38,242.2,122,20.59,174.3,104,7.84,8.9,6,2.4,2,1.606,150.99,False
Oklahoma,88,408,no,no,0,65.4,97,11.12,168.2,76,14.3,236.0,113,10.62,13.8,1,3.73,2,0.45193181818181816,102.38000000000001,False
Indiana,65,415,no,no,0,213.4,111,36.28,234.5,94,19.93,250.1,123,11.25,2.7,4,0.73,1,1.0490769230769232,180.95999999999998,False
Missouri,123,415,no,no,0,206.9,85,35.17,244.7,78,20.8,221.5,136,9.97,7.7,2,2.08,3,0.5530081300813008,178.96,False
Iowa,126,408,no,yes,27,186.2,78,31.65,189.6,83,16.12,76.5,139,3.44,9.6,3,2.59,2,0.42698412698412697,145.73000000000002,False
Virginia,104,415,no,yes,23,280.2,136,47.63,220.5,92,18.74,136.9,102,6.16,13.3,3,3.59,4,0.731923076923077,197.98,False
Kentucky,45,415,no,yes,22,196.6,84,33.42,313.2,92,26.62,163.3,108,7.35,11.9,3,3.21,0,1.5688888888888888,195.71,False
Maryland,93,408,yes,no,0,312.0,109,53.04,129.4,100,11.0,217.6,74,9.79,10.5,2,2.84,0,0.8244086021505375,187.48,True
Ohio,63,415,yes,yes,36,199.0,110,33.83,291.3,111,24.76,197.6,92,8.89,11.0,6,2.97,1,1.1182539682539683,195.84999999999997,False
Oklahoma,100,415,no,no,0,203.1,96,34.53,217.0,126,18.45,180.9,122,8.14,13.5,2,3.65,3,0.6477,166.23,False
Nevada,53,415,no,no,0,168.8,97,28.7,220.3,87,18.73,154.3,113,6.94,10.9,2,2.94,0,1.081320754716981,151.22000000000003,False
Idaho,92,415,yes,no,0,173.1,140,29.43,240.3,105,20.43,233.2,117,10.49,9.0,5,2.43,1,0.6823913043478261,166.14999999999998,False
Minnesota,139,510,no,no,0,134.4,106,22.85,211.3,98,17.96,193.6,125,8.71,10.2,2,2.75,5,0.3760431654676259,137.04999999999998,True
South Dakota,110,408,no,yes,40,202.6,103,34.44,118.8,128,10.1,234.9,98,10.57,9.0,9,2.43,2,0.523090909090909,149.37000000000003,False
Illinois,110,408,no,no,0,74.5,117,12.67,200.8,98,17.07,192.2,101,8.65,9.8,7,2.65,3,0.3730909090909091,110.32,False
Wyoming,215,510,no,no,0,83.6,148,14.21,120.9,91,10.28,226.6,110,10.2,10.7,9,2.89,0,0.1747906976744186,94.51,False
Alabama,73,415,no,no,0,192.2,86,32.67,168.6,116,14.33,139.8,87,6.29,9.4,6,2.54,1,0.7647945205479452,143.01999999999998,False
New Jersey,138,510,no,no,0,220.2,89,37.43,88.3,125,7.51,195.3,79,8.79,12.9,5,3.48,0,0.4145652173913043,136.68,False
Nevada,137,415,yes,no,0,135.1,95,22.97,134.1,102,11.4,223.1,81,10.04,12.3,2,3.32,2,0.34839416058394157,118.44,True
Indiana,36,415,no,no,0,253.4,77,43.08,182.4,151,15.5,275.8,103,12.41,8.4,2,2.27,1,2.0349999999999997,185.04000000000002,False
West Virginia,85,408,no,no,0,225.0,81,38.25,176.9,63,15.04,194.3,110,8.74,7.1,2,1.92,3,0.7523529411764707,163.01999999999998,False
Virginia,108,408,no,no,0,198.5,99,33.75,267.8,60,22.76,354.9,75,15.97,9.4,3,2.54,0,0.6946296296296297,197.11,True
South Carolina,22,408,no,no,0,110.3,107,18.75,166.5,93,14.15,202.3,96,9.1,9.5,5,2.57,0,2.025909090909091,116.2,False
Rhode Island,107,415,no,yes,37,60.0,102,10.2,102.2,80,8.69,261.8,106,11.78,11.1,3,3.0,0,0.3146728971962617,90.46000000000001,False
Indiana,51,510,no,no,0,214.8,94,36.52,149.7,58,12.72,283.4,66,12.75,10.2,5,2.75,0,1.2694117647058825,161.21,False
Arizona,94,408,no,no,0,181.8,85,30.91,202.4,98,17.2,245.9,97,11.07,9.2,2,2.48,4,0.6559574468085106,158.67000000000002,False
New Mexico,119,510,no,yes,23,154.0,114,26.18,278.0,137,23.63,228.4,112,10.28,11.8,4,3.19,2,0.5317647058823529,174.20000000000002,False
Oregon,33,415,no,yes,29,157.4,99,26.76,117.9,80,10.02,279.2,79,12.56,13.9,11,3.75,4,1.6087878787878789,133.63000000000002,True
New Jersey,106,415,no,no,0,207.9,91,35.34,172.0,109,14.62,191.8,143,8.63,14.4,7,3.89,4,0.589433962264151,155.62000000000003,False
Mississippi,82,408,no,no,0,207.0,90,35.19,232.9,83,19.8,172.4,108,7.76,9.1,8,2.46,3,0.7952439024390243,170.83,False
Michigan,86,510,no,yes,41,119.0,101,20.23,230.0,134,19.55,236.9,58,10.66,9.5,3,2.57,0,0.6163953488372093,150.39,False
Texas,97,415,yes,no,0,143.7,117,24.43,273.0,82,23.21,178.3,81,8.02,10.9,3,2.94,0,0.6041237113402061,159.39000000000001,False
Florida,106,408,no,yes,32,165.9,126,28.2,216.5,93,18.4,173.1,86,7.79,14.1,8,3.81,4,0.5490566037735849,156.64000000000001,False
,108,510,no,no,0,138.6,122,23.56,172.3,117,14.65,231.6,92,10.42,9.8,3,2.65,1,0.4748148148148148,131.95,False
Texas,114,415,no,no,0,84.7,118,14.4,249.9,86,21.24,193.4,95,8.7,14.5,8,3.92,1,0.4233333333333334,130.79,False
Kansas,92,408,yes,no,0,62.6,111,10.64,180.6,126,15.35,221.7,80,9.98,10.4,2,2.81,1,0.4215217391304348,103.17,True
Utah,59,510,no,no,0,155.2,79,26.38,235.3,123,20.0,169.4,80,7.62,8.7,4,2.35,1,0.9550847457627117,151.05,False
Minnesota,24,510,no,yes,25,164.9,110,28.03,209.3,105,17.79,231.2,55,10.4,6.7,9,1.81,1,2.4179166666666667,157.91,False
Illinois,151,408,no,no,0,134.5,88,22.87,143.1,112,12.16,223.9,61,10.08,15.4,1,4.16,1,0.3262913907284768,121.9,False
New Mexico,117,415,no,no,0,143.3,103,24.36,211.3,108,17.96,185.2,96,8.33,11.5,3,3.11,1,0.4594871794871795,141.23000000000002,False
South Carolina,78,510,no,no,0,168.3,110,28.61,221.2,73,18.8,241.0,136,10.85,12.5,1,3.38,1,0.7902564102564102,159.98,False
North Carolina,155,408,no,no,0,262.4,55,44.61,194.6,113,16.54,146.5,85,6.59,8.3,6,2.24,2,0.4514838709677419,179.04999999999998,False
West Virginia,114,510,no,yes,30,206.2,79,35.05,260.0,91,22.1,291.6,83,13.12,11.4,6,3.08,1,0.6434210526315789,197.62,False
Rhode Island,114,510,no,yes,28,225.8,94,38.39,193.0,117,16.41,232.4,100,10.46,8.4,9,2.27,4,0.5923684210526314,177.54000000000002,False
New Hampshire,119,408,no,no,0,138.3,89,23.51,170.5,78,14.49,263.9,98,11.88,13.5,6,3.65,3,0.44983193277310923,134.66,False
Missouri,64,510,no,yes,48,94.4,104,16.05,136.2,101,11.58,147.4,89,6.63,4.5,4,1.22,0,0.5543750000000001,103.86000000000001,False
Massachusetts,118,408,yes,no,0,160.0,123,27.2,175.4,96,14.91,184.8,99,8.32,9.9,3,2.67,2,0.45,136.48,False
Pennsylvania,101,415,no,no,0,206.6,105,35.12,224.9,117,19.12,249.9,100,11.25,14.6,3,3.94,0,0.6874257425742574,178.02,False
Oklahoma,117,415,no,no,0,134.7,121,22.9,180.0,83,15.3,200.9,104,9.04,7.7,3,2.08,1,0.42153846153846153,129.20999999999998,False
Alabama,49,415,no,yes,28,214.4,78,36.45,235.2,100,19.99,206.2,107,9.28,8.0,13,2.16,3,1.3853061224489795,183.23999999999998,False
Wyoming,139,415,no,no,0,192.8,104,32.78,234.4,96,19.92,203.2,101,9.14,13.0,3,3.51,3,0.4701438848920864,169.45999999999998,False
Pennsylvania,92,408,no,yes,28,151.1,90,25.69,194.8,79,16.56,239.2,114,10.76,10.0,3,2.7,1,0.6055434782608696,150.1,False
Washington,83,415,no,no,0,221.4,103,37.64,231.8,103,19.7,122.5,100,5.51,9.8,5,2.65,3,0.7891566265060241,171.41000000000003,False
Hawaii,148,510,yes,no,0,218.9,88,37.21,208.0,85,17.68,203.3,99,9.15,11.1,4,3.0,0,0.452972972972973,172.51000000000002,False
South Dakota,144,408,no,yes,48,189.8,96,32.27,123.4,67,10.49,214.2,106,9.64,6.5,2,1.76,2,0.3761111111111111,144.66000000000003,True
Alabama,131,415,no,yes,25,192.7,85,32.76,225.9,105,19.2,254.2,59,11.44,10.9,6,2.94,2,0.506412213740458,176.85,False
Vermont,146,510,yes,no,0,204.4,135,34.75,219.1,90,18.62,222.7,114,10.02,10.5,6,2.84,3,0.4536301369863014,170.96,False
Montana,143,415,no,no,0,172.3,97,29.29,174.0,108,14.79,188.2,119,8.47,13.0,4,3.51,2,0.392027972027972,141.94,False
Minnesota,81,415,no,no,0,198.4,93,33.73,210.9,108,17.93,193.3,71,8.7,10.4,6,2.81,2,0.7798765432098765,163.44000000000003,False
Alaska,48,415,no,yes,37,211.7,115,35.99,159.9,84,13.59,144.1,80,6.48,12.2,1,3.29,1,1.2364583333333334,156.6,False
Michigan,86,415,no,yes,28,221.6,74,37.67,288.4,100,24.51,240.3,105,10.81,9.0,2,2.43,1,0.8769767441860467,206.29,False
Delaware,71,415,no,no,0,197.9,108,33.64,181.5,109,15.43,281.4,56,12.66,6.7,5,1.81,3,0.8949295774647889,162.19,False
South Dakota,145,408,no,yes,24,147.5,90,25.08,175.7,108,14.93,252.1,102,11.34,15.6,3,4.21,2,0.3831724137931034,144.24,False
Michigan,137,510,no,no,0,206.4,122,35.09,128.0,102,10.88,194.5,84,8.75,8.8,5,2.38,2,0.4167883211678833,141.57000000000002,False
Kansas,137,408,no,no,0,205.9,88,35.0,209.3,86,17.79,289.9,84,13.05,14.5,4,3.92,2,0.5091970802919709,176.44000000000003,False
Alabama,167,510,no,no,0,207.6,88,35.29,132.4,63,11.25,255.2,98,11.48,14.1,5,3.81,0,0.3702395209580838,151.1,False
Oklahoma,89,510,no,no,0,303.9,95,51.66,260.9,114,22.18,312.1,89,14.04,5.3,3,1.43,1,1.0034831460674158,231.79999999999998,True
Connecticut,199,415,no,yes,34,230.6,121,39.2,219.4,99,18.65,299.3,94,13.47,8.0,2,2.16,0,0.3692462311557789,196.39000000000001,False
Nebraska,132,510,no,no,0,99.5,110,16.92,129.1,80,10.97,125.1,124,5.63,9.7,3,2.62,0,0.2737878787878788,92.98,False
Wisconsin,94,510,no,no,0,177.1,112,30.11,194.0,112,16.49,146.7,108,6.6,5.9,4,1.59,1,0.5828723404255319,144.58999999999997,False
Connecticut,96,415,no,yes,37,172.7,93,29.36,120.1,116,10.21,216.1,86,9.72,10.3,5,2.78,5,0.5423958333333333,134.67999999999998,True
Wisconsin,96,510,no,yes,18,172.7,86,29.36,133.4,113,11.34,259.5,70,11.68,9.8,3,2.65,1,0.5732291666666667,140.31,False
Indiana,166,510,no,no,0,204.2,115,34.71,179.9,152,15.29,216.8,109,9.76,9.5,5,2.57,1,0.3754819277108434,158.93,False
,74,415,no,no,0,85.7,83,14.57,247.7,67,21.05,142.4,85,6.41,10.1,5,2.73,2,0.6048648648648648,124.24999999999999,False
Arkansas,36,415,no,no,0,157.6,117,26.79,184.3,58,15.67,240.4,99,10.82,11.9,1,3.21,0,1.5691666666666668,144.75,False
Maine,113,415,no,no,0,215.5,129,36.64,218.7,117,18.59,207.1,91,9.32,6.6,9,1.78,4,0.586991150442478,172.64000000000001,False
Minnesota,94,415,no,no,0,181.5,98,30.86,199.9,88,16.99,287.7,114,12.95,6.6,5,1.78,1,0.6657446808510639,162.35999999999999,False
Maryland,67,415,no,no,0,171.7,80,29.19,110.4,81,9.38,195.4,111,8.79,11.9,4,3.21,2,0.7547761194029851,123.11999999999999,False
Florida,127,415,no,no,0,266.6,106,45.32,264.8,168,22.51,207.2,119,9.32,5.9,2,1.59,1,0.6200000000000001,207.68,True
Rhode Island,121,408,no,no,0,170.4,108,28.97,350.5,68,29.79,297.0,87,13.37,11.2,3,3.02,0,0.6210743801652892,205.25,True
Iowa,158,415,no,no,0,158.0,106,26.86,292.5,114,24.86,241.1,89,10.85,9.1,4,2.46,1,0.41158227848101264,176.57999999999998,False
Arizona,136,510,no,no,0,92.0,117,15.64,253.6,77,21.56,214.1,90,9.63,10.3,10,2.78,1,0.3647794117647059,136.04999999999998,False
Missouri,196,415,no,no,0,234.0,109,39.78,249.5,114,21.21,173.1,70,7.79,9.1,5,2.46,2,0.363469387755102,186.98,False
Vermont,113,415,no,no,0,272.1,111,46.26,268.5,118,22.82,213.8,105,9.62,8.5,10,2.3,1,0.7168141592920354,212.17,True
Indiana,122,408,no,no,0,296.4,99,50.39,214.8,89,18.26,133.9,107,6.03,11.4,3,3.08,4,0.6373770491803279,197.47,True
Rhode Island,112,510,no,no,0,194.4,101,33.05,190.3,82,16.18,183.4,107,8.25,11.4,2,3.08,0,0.5407142857142857,155.47000000000003,False
South Dakota,209,415,no,no,0,227.2,128,38.62,258.4,92,21.96,183.5,74,8.26,8.9,4,2.4,3,0.3408612440191388,187.62999999999997,False
Minnesota,62,415,no,no,0,248.7,109,42.28,220.0,118,18.7,265.7,78,11.96,13.2,2,3.56,1,1.2338709677419355,194.39,True
Texas,110,415,no,yes,38,236.3,102,40.17,195.9,112,16.65,183.5,82,8.26,9.7,6,2.62,1,0.6154545454545455,180.88,False
Virginia,16,510,no,no,0,205.6,69,34.95,169.5,93,14.41,220.1,64,9.9,10.9,3,2.94,0,3.8874999999999997,157.28,False
Massachusetts,73,408,no,no,0,94.1,136,16.0,280.3,122,23.83,205.0,77,9.23,9.8,4,2.65,0,0.7083561643835616,144.19000000000003,False
Idaho,128,408,no,no,0,125.2,99,21.28,205.4,107,17.46,254.4,111,11.45,18.9,2,5.1,0,0.431953125,140.92000000000002,False
Massachusetts,39,408,no,no,0,60.4,158,10.27,306.2,120,26.03,123.9,46,5.58,12.4,3,3.35,1,1.1597435897435897,130.58999999999997,False
Georgia,103,415,no,yes,28,121.0,105,20.57,270.4,100,22.98,160.5,76,7.22,7.7,4,2.08,2,0.5131067961165048,152.10999999999999,False
Rhode Island,119,415,no,yes,29,117.8,66,20.03,256.8,114,21.83,147.6,76,6.64,7.6,3,2.05,3,0.42478991596638654,145.34000000000003,False
Idaho,173,510,no,yes,21,232.4,96,39.51,211.9,118,18.01,273.0,102,12.29,5.0,5,1.35,3,0.4113294797687861,188.13,False
South Dakota,128,510,yes,yes,32,223.5,81,38.0,188.8,74,16.05,154.9,101,6.97,9.4,2,2.54,2,0.49656249999999996,169.21000000000004,True
Massachusetts,86,510,no,no,0,176.3,79,29.97,259.2,97,22.03,287.4,78,12.93,6.2,3,1.67,0,0.7744186046511629,178.26000000000002,False
Wyoming,114,415,no,yes,32,125.2,79,21.28,177.8,105,15.11,232.4,89,10.46,12.9,3,3.48,1,0.44149122807017543,135.34000000000003,False
Virginia,104,408,no,no,0,138.7,107,23.58,256.9,113,21.84,234.9,74,10.57,10.0,3,2.7,0,0.5643269230769231,158.04,False
Oregon,148,415,no,no,0,86.3,134,14.67,246.6,92,20.96,251.6,91,11.32,11.3,4,3.05,1,0.33783783783783783,135.61999999999998,False
Virginia,129,408,no,no,0,207.0,91,35.19,154.9,121,13.17,245.1,112,11.03,13.4,5,3.62,3,0.48844961240310075,155.56,False
Maine,100,510,no,yes,30,58.8,104,10.0,219.5,107,18.66,152.3,118,6.85,7.1,3,1.92,0,0.3743,112.02,False
Alabama,121,408,no,yes,35,68.7,95,11.68,209.2,69,17.78,197.4,42,8.88,11.4,4,3.08,1,0.34231404958677686,118.96,False
Georgia,143,408,no,yes,33,239.2,109,40.66,235.5,112,20.02,156.3,95,7.03,9.5,4,2.57,1,0.49146853146853137,190.15999999999997,False
Iowa,76,510,no,no,0,198.3,130,33.71,217.1,86,18.45,188.4,96,8.48,12.5,3,3.38,0,0.8423684210526315,165.79,False
Arizona,158,510,no,no,0,205.2,97,34.88,240.6,77,20.45,79.7,108,3.59,14.4,12,3.89,0,0.3975316455696203,165.10999999999999,False
Florida,116,510,no,no,0,192.1,98,32.66,312.9,135,26.6,130.2,94,5.86,7.9,2,2.13,3,0.5797413793103449,184.41,False
Montana,54,415,no,no,0,272.6,83,46.34,248.7,74,21.14,197.4,111,8.88,9.5,2,2.57,1,1.4616666666666664,204.99000000000004,True
Alabama,86,415,no,no,0,128.3,121,21.81,197.1,93,16.75,138.4,152,6.23,12.2,5,3.29,7,0.5590697674418605,124.63000000000001,True
Delaware,108,510,no,no,0,169.6,99,28.83,264.1,87,22.45,206.3,78,9.28,9.3,4,2.51,0,0.5839814814814814,169.56,False
Montana,66,510,no,no,0,201.3,95,34.22,152.8,66,12.99,233.2,101,10.49,7.5,4,2.03,1,0.905,150.88,False
Kentucky,151,408,no,yes,17,214.7,97,36.5,138.5,90,11.77,169.1,44,7.61,8.6,4,2.32,1,0.3854304635761589,149.16,False
South Carolina,99,510,no,no,0,169.2,70,28.76,271.5,77,23.08,170.2,104,7.66,10.6,2,2.86,0,0.6298989898989898,168.27,False
Washington,55,415,no,no,0,194.1,121,33.0,176.6,110,15.01,302.8,136,13.63,7.0,7,1.89,2,1.1550909090909092,161.70000000000002,False
Oregon,77,510,no,no,0,233.8,104,39.75,266.5,94,22.65,212.7,104,9.57,7.6,3,2.05,2,0.9612987012987012,195.66000000000005,False
Alaska,78,408,no,no,0,225.1,67,38.27,199.2,127,16.93,175.5,102,7.9,14.6,2,3.94,0,0.8594871794871796,170.27,False
Georgia,89,415,no,no,0,213.0,63,36.21,176.6,71,15.01,262.6,126,11.82,9.1,1,2.46,1,0.7359550561797753,165.95999999999998,True
Minnesota,101,415,no,no,0,183.9,115,31.26,255.9,101,21.75,275.0,145,12.38,10.8,11,2.92,1,0.6763366336633664,179.68999999999997,False
Illinois,44,415,no,yes,34,221.8,105,37.71,161.7,85,13.74,227.7,62,10.25,14.0,7,3.78,0,1.4881818181818183,169.60000000000005,False
Indiana,98,408,no,yes,21,64.6,98,10.98,176.1,86,14.97,244.8,84,11.02,0.0,0,0.0,2,0.37724489795918364,106.75000000000001,False
South Carolina,64,510,no,yes,37,154.6,92,26.28,83.4,103,7.09,165.9,99,7.47,13.3,3,3.59,1,0.6942187500000001,113.21000000000001,False
Virginia,141,415,no,no,0,260.2,131,44.23,179.2,120,15.23,135.0,119,6.08,7.2,8,1.94,3,0.47858156028368787,171.88,False
Wisconsin,81,415,no,yes,33,161.6,117,27.47,123.0,90,10.46,261.3,101,11.76,12.2,5,3.29,1,0.654074074074074,136.40999999999997,False
Vermont,162,510,no,no,0,220.6,117,37.5,155.2,121,13.19,186.7,89,8.4,10.5,11,2.84,1,0.38228395061728393,155.26999999999998,False
Arizona,83,415,no,yes,41,155.9,122,26.5,162.3,107,13.8,127.6,105,5.74,13.1,5,3.54,3,0.5973493975903614,133.73000000000002,False
Florida,100,510,no,no,0,107.0,63,18.19,105.7,67,8.98,243.1,74,10.94,12.8,3,3.46,4,0.4157,100.18,True
Alaska,59,510,no,no,0,182.5,104,31.03,204.7,95,17.4,229.9,100,10.35,11.3,8,3.05,4,1.0479661016949153,158.46,False
Arkansas,179,415,yes,yes,38,220.1,78,37.42,234.3,71,19.92,237.3,85,10.68,10.1,4,2.73,4,0.39525139664804476,190.48000000000002,False
Arkansas,79,408,no,no,0,152.2,112,25.87,177.2,132,15.06,96.4,87,4.34,5.3,3,1.43,1,0.591139240506329,124.44,False
Alaska,117,415,no,no,0,181.5,95,30.86,205.1,88,17.43,204.0,82,9.18,14.7,9,3.97,2,0.5251282051282051,156.87,False
Mississippi,64,408,yes,no,0,236.2,77,40.15,218.6,85,18.58,194.1,97,8.73,13.2,2,3.56,2,1.1096875,181.51,True
Maine,31,415,no,no,0,166.1,105,28.24,79.3,93,6.74,213.7,98,9.62,12.7,2,3.43,1,1.5493548387096772,113.84,False
California,124,408,yes,no,0,244.6,89,41.58,188.8,80,16.05,206.0,114,9.27,11.3,4,3.05,1,0.5641129032258063,177.04,False
New Mexico,122,408,no,yes,23,134.2,85,22.81,227.3,132,19.32,122.4,96,5.51,8.5,2,2.3,2,0.4093442622950819,139.81,False
Nebraska,37,408,yes,yes,39,149.7,122,25.45,211.1,75,17.94,114.3,90,5.14,9.2,4,2.48,1,1.3786486486486487,143.98,False
South Carolina,90,408,no,yes,29,150.1,109,25.52,264.7,103,22.5,178.4,97,8.03,5.8,4,1.57,1,0.6402222222222222,163.95,False
Colorado,159,408,yes,no,0,257.1,53,43.71,312.2,127,26.54,183.0,82,8.24,8.8,6,2.38,1,0.5086163522012578,216.26,True
Delaware,148,415,no,no,0,124.4,83,21.15,179.7,81,15.27,253.0,99,11.39,11.3,6,3.05,0,0.34364864864864864,131.23,False
Ohio,39,415,no,yes,36,141.7,121,24.09,232.3,113,19.75,222.1,131,9.99,12.0,5,3.24,1,1.4633333333333336,157.88,False
Mississippi,77,408,no,no,0,230.0,87,39.1,103.2,138,8.77,309.6,136,13.93,11.3,3,3.05,2,0.8422077922077923,155.58,False
Oklahoma,194,408,no,no,0,162.3,88,27.59,213.7,118,18.16,192.1,81,8.64,10.9,2,2.94,0,0.29551546391752576,150.42000000000002,False
Colorado,154,415,no,no,0,350.8,75,59.64,216.5,94,18.4,253.9,100,11.43,10.1,9,2.73,1,0.5987012987012987,232.38000000000002,True
North Carolina,112,415,no,no,0,193.3,96,32.86,264.1,123,22.45,128.6,115,5.79,9.1,3,2.46,4,0.5675,170.03000000000003,False
Maryland,45,415,no,no,0,78.2,127,13.29,253.4,108,21.54,255.0,100,11.48,18.0,3,4.86,1,1.1371111111111112,136.1,False
Kansas,132,415,no,no,0,83.4,110,14.18,232.2,137,19.74,146.7,114,6.6,7.6,5,2.05,1,0.3225,118.91000000000001,False
